"jobListingId"	"title"	"company"	"last_updated"	"salary_min_est"	"salary_max_est"	"salary_est"	"review"	"url"	"run_time"	"description"
"3041115725"	"Senior Analyst - Business Intelligence"	"1stdibs.com"	2019-01-24	95	128	109	4.3	"https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=8095&s=58&guid=0000016881df0f019cd8632541e97b13&src=GD_JOB_AD&vt=w&cs=1_bc7bc4c8&cb=1548367106319&jobListingId=3041115725"	2019-01-24 16:58:58	" Here at 1stdibs one of our core values is 'Say It With Data' and we are looking for an exceptional Senior Analyst - Business Intelligence to join our Business Intelligence team. Our Google Analytics implementation is a complex and exciting challenge to take on. Our core business has aligned itself around Google Analytics segmentation and the success of these teams come from the strength of our Google Analytics implementation.  In this role, you will have the opportunity to learn and develop expertise around how a luxury e-commerce marketplace leverages web analytics to drive decisions. To succeed, you will have an intimate familiarity with Google Analytics and you will be an expert in translating new product features into tracking requirements. You will develop and refine your business acumen by constantly balancing the needs of technical implementation, feature optimization and analytical measurement.  This is an exciting role with lots of room for development as we haven't yet reached our full potential with Google Analytics. This role and the wider Business Intelligence team is the mechanism for how we 'Say It With Data' within our company and as such, this is a high visibility and high impact position, with regular exposure to top management What you'll doTake ownership over tagging, implementation and reporting of Google AnalyticsDevelop best practices for ongoing application of tag management solutionsWork closely with various cross-functional stakeholders such as ecommerce, performance marketing, content, technology, product and advertising to capture the data needed to drive business decisions.Validate accuracy and completeness of data captured, and maintain technical documentationPartner with Analytics team to ensure captured data meet the reporting/dashboarding requirementsReview data trends post-implementation to confirm accuracy and identify anomaliesAssist Analytics in automating reporting and data requestsWhat you'll bringB.A. in computer science, business analytics or a quantitative field2-5 years of experience with Google Analytics, Google Tag Manager, tracking data etcAbility to translate and document business requirements into site tracking and reporting guidelinesAbility to identify | interpret trends and anomalies in data and troubleshoot accordinglyAbility to think critically about problems to identify root causeStrong organizational skills | attention to detail and capacity to manage multiple projects simultaneouslyExceptional verbal and written communication skillsFront-end development experience (HTML | Javascript | DOM)Nice to haves:Experience with debugging tools such as Chrome Debugger, Fiddler, HTTPWatch, etc.Experience with querying languages (SQL) and some flavor of database (relational or otherwise)Experience with version control (Github) 1stdibs is the world's largest online luxury marketplace for rare and desirable objects. It has become the go-to source for the world's leading interior designers and consumers to find antiques, furniture, jewelry, vintage fashion and fine art.  Backed by Benchmark Capital, Insight Venture Partners, Index Ventures, Spark Capital and Alibaba, 1stdibs is a unique blend of expert curators and seasoned Internet executives from companies including eBay, Gilt, Google, FreshDirect, Mlb.com, Shutterfly, and Twitter. 1stdibs is an equal opportunity employer. We celebrate diversity and we are committed to creating an inclusive environment for all employees."
"3091417260"	"Director of Product Strategy"	"AbleTo"	2019-01-19	87	123	104	3.8	"https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=429255&s=58&guid=0000016881df0f019cd8632541e97b13&src=GD_JOB_AD&vt=w&cs=1_866b209c&cb=1548367106319&jobListingId=3091417260"	2019-01-24 16:58:58	" AbleTo, Inc. is a market leader in providing technology-enabled behavioral health care. AbleTo has been treating patients for over six years, and improves patient outcomes and lowers costs by providing treatment that integrates behavioral and medical health care. AbleTo's structured therapy programs strengthen medical recovery and self-care among members with chronic or complex clinical needs. AbleTo analytics, coupled with our multi-channel engagement platform, identify and engage members with unmet, often undiagnosed, behavioral health needs. A proprietary platform connects individuals and their care teams with AbleTo licensed providers who deliver weekly sessions by phone or video supported by an integrated digital experience. AbleTo programs are clinically proven to improve both behavioral health and medical outcomes while lowering overall spending for higher-cost, higher-risk members.As a Director of Product Strategy at AbleTo you will:Research into new business opportunities (new markets, new product line extensions); ideate and validate product solutionsWrite high level opportunity briefs and business requirements for new strategic products; present product concepts to leadership teamConduct discovery and stakeholder alignment for strategic initiativesDocument and prioritize long term capability needs, abstracting from the product roadmap, in coordinating with product management and software architecture teamsEstablish success metrics for strategic initiatives. Part of this role is to be a business analytics expert with deep ties into the analytics team. You will at times design measurement approaches and assist with analysis and recommendations/interpretation in collaboration with the business intelligence and product management teamsAnalyse work-effort for cross-team initiatives (product, engineering, sales, marketing, operations) focused on business/product efficiency (build/buy/lease for instance)Successfully handoff to product management and provide ongoing support where needed (coordination, research, alignment, measurement)Contribute to the strategic approach to third-party tools including needs assessment and contract management with third-parties (in coordination with product management, engineering and legal)Bachelors required, MBA preferred; or commensurate experience8+ years experience in product management, product leadership and/or strategic planningHealthcare industry experience preferred, especially related to consumer/provider entworksAbleTo is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status.AbleTo is an E-Verify company.Upon the acceptance of an offer to enter into this agreement, AbleTo requires the satisfactory completion of reference and background checks and successful completion of drug testing in accordance with local, state and federal laws."
"3005917854"	"Manager, Business Intelligence"	"AbleTo"	2019-01-19	88	122	105	3.8	"https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=429252&s=149&guid=0000016881df0f01a792dfcc03c4a399&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_5bafbdbf&cb=1548367106285&jobListingId=3005917854"	2019-01-24 16:58:58	" AbleTo, Inc. is a market leader in providing technology-enabled behavioral health care. AbleTo has been treating patients for over six years, and improves patient outcomes and lowers costs by providing treatment that integrates behavioral and medical health care. AbleTo's structured therapy programs strengthen medical recovery and self-care among members with chronic or complex clinical needs. AbleTo analytics, coupled with our multi-channel engagement platform, identify and engage members with unmet, often undiagnosed, behavioral health needs. A proprietary platform connects individuals and their care teams with AbleTo licensed providers who deliver weekly sessions by phone or video supported by an integrated digital experience. AbleTo programs are clinically proven to improve both behavioral health and medical outcomes while lowering overall spending for higher-cost, higher-risk members.  The business intelligence team plays a key role at AbleTo, as data is integral to nearly everything that we do. The manager will bring technical leadership to the team, ensure that we are implementing business intelligence best practices at AbleTo, and act as the face of BI to various internal departments. They will also partner cross functionally with department owners to identify and prioritize opportunities to inject analytics and use of data to improve performance.  Technical Leadership Work in a uniquely cross-functional capacity, helping teams across the organization apply analytical rigor to their decision-makingManage inbound reporting requests – must be highly organized and able to manage time across multiple competing prioritiesServe as a technical thought leader to the business intelligence teamDrive the continuous improvement of team’s capabilities & tools Stakeholder Management Prioritize business intelligence projects based on company objectivesOwn, present and explain findings to various stakeholders across the companyBS in Computer Science, Mathematics, Operations Research, or other related disciplineExperience in Healthcare industry preferred4+ years relevant work experience Competencies: Strong proficiency with SQLStrong familiarity with BI tools such as Looker (preferred) or TableauExperience working on GCP and/or AWS platforms is a plusExperience with Python is a plusAbleTo is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status.AbleTo is an E-Verify company.Upon the acceptance of an offer to enter into this agreement, AbleTo requires the satisfactory completion of reference and background checks and successful completion of drug testing in accordance with local, state and federal laws."
"3005260788"	"Business Intelligence Analyst"	"Assembly"	2019-01-19	76	103	87	3.5	"https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=4341&s=58&guid=0000016881df0f019cd8632541e97b13&src=GD_JOB_AD&vt=w&aa=1&ea=1&cs=1_29e2bb3e&cb=1548367106318&jobListingId=3005260788"	2019-01-24 16:58:58	"Summary Data drives strategy. Assemblys Data Science & Analytics practice helps internal and client stakeholders take a scientific approach towards optimizing critical business and marketing decisions. Our forward-thinking in Data Science & Analytics is a key differentiator that has contributed to Assemblys recognition as Ad Ages 2018 Media Agency of the Year.  This position is for self-starters who believe that data should drive insights. They can change perceptions through data and will be responsible for measuring and communicating the effectiveness of media to internal and external stakeholders. Job Requirements2+ years of experience in an analytical roleDesign & execute analytical reporting dashboards to improve the effectiveness of digital online and offline marketing programs. Recommend appropriate analytic methodologies and approaches. Be a subject matter expert for analytics and techniques, including A/B testingDesign and enhance media planning optimization reports across channels such as Programmatic, Social, and TV platforms using TableauDevelop visualizations in Excel and PowerPoint to illustrate campaign performance dataPartner with internal channel & planning teams to develop monthly and quarterly reports, trends, insights, and recommendationsAssist with the development of a measurement and learning plan including establishing campaign performance benchmarks, goals, and projectionsDevise Ad Hoc analyses including but not limited to: ROI analysis, Churn Analysis, Reach/Frequency Analysis, TV Attribution, Audience SegmentationCollaborate with Data Engineering in data management efforts; project manage the ingestion of 3rd party data sourcesCoordinate with Ad Operations to implement and QA measurement and trackingAutomate data pulls from the internal data warehouse to front-end dashboardsExcellent communications skills. Strong presentation skillsTechnical SkillsProficiency in data visualization software (eg. Tableau) and querying languages like SQLAbility to QA and troubleshoot dataFamiliarity with programming languages like Python and RFamiliarity with media measurement and the digital marketing ecosystemStrong analytical skills with a solid foundation in statistical techniquesA desire to look at the bigger picture and translate data into strategy"
"3090271733"	"Data Analytics - Analyst"	"Barclays"	2019-01-18	85	134	108	3.8	"https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=400784&s=58&guid=0000016881df0880a019775060c30a12&src=GD_JOB_AD&vt=w&cs=1_06c2032f&cb=1548367104832&jobListingId=3090271733"	2019-01-24 16:58:58	"Job Title: Data Analytics - Analyst - 90218326*Location: 1301 Ave of the Americas, New York, New York*About Us//* Barclays is a transatlantic consumer, corporate and investment bank offering products and services across personal, corporate and investment banking, credit cards and wealth management, with a strong presence in our two home markets of the UK and the US. Our goal is to become the bank of choice by providing superior services to customers and clients and supporting our stakeholders via a commercially successful business that generates long-term sustainable returns. * About Barclays in the US  Barclays offers corporate and investment banking and credit card services in the US. Our 10,000 US colleagues are located in offices across the country, with headquarters in New York City. In 2017, Barclays announced plans to create a world-class campus in Whippany, New Jersey, for our Technology, Operations and Functional teams in the US. Other principal locations include Delaware, Nevada, Ohio and Maine.  About Barclays Internal Audit  Barclays Internal Audit (BIA) Vision: Leaders in Assurance  ? Be Brilliant: Leading edge assurance; Leading edge people; Leading edge thinking  ? Be Impactful: In the business; In the community and In the profession  ? Be Agile: Be independent, a respected voice, innovative and efficient.  BIA Overview: BIA aims to provide independent, reliable, valued, insightful and timely assurance to the Board and executive management over the effectiveness of governance, risk management and control over current and evolving risks, in the context of the current and expected business environment and in accordance with the international standards definition of internal auditing.  Overall Purpose of role  Work collaboratively with others across BIA, while developing strong client relationships which are independent and be seen as a respected voice. Develop practical and innovative ways of improving audit delivery through the use of data analytics. *Your Role* ? Develop sustainable and re-useable Data Analytics test to improve the efficiency of BIA and to improve audit coverage.  ? Support audit delivery teams to identify opportunities for Data Analytics.  ? Provide training to audit staff on how to develop and execute basic analytics.  ? Maintain a library of re-usable data analytics.  ? Maintain appropriate documentation of code and create data dictionary including definitions (where appropriate).  ? Build self-service tools/dashboards/warehouse/data lakes. Maintain common data used by audit delivery teams.  ? Assist with data cleaning and preparation for audit delivery teams. Basic Qualifications/Skills*** ? 2 years' practical experience and expert level knowledge of data analysis with any RDBMS/SQL.  ? 1 years' Data Analysis/Mining/Scripting experience R/Python/SAS.  ? 1 years' Data Visualization experience in Python Django/Tableau/Spotfire/Qlikview/d3.js. Preferred Qualifications/Skills* ? Experience with advanced analytics/Machine learning (Decision Trees/Clustering/HMM/Tensorflow).  ? Experience in data warehouse design, Informatica, Unix.  ? Analytics experience within an internal/external audit or risk management function.  ? Degree in Computer Science / Statistics or related discipline.  ? Knowledge about new and emerging data analytics technologies.  ? Experience with Financial Services/Financial Products. *Risk and Control Objective* All Barclays colleagues have to ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards. *Your Application* To be considered for this role, click on the apply button now. Barclays Values & Diversity* Dynamic working gives everyone at Barclays the opportunity to integrate professional and personal lives, if you have a need for flexibility then please discuss this with the hiring manager. We are an equal opportunity employer and we are opposed to discrimination on any grounds. It is the policy of Barclays to ensure equal employment opportunity without discrimination or harassment on the basis of race, colour, creed, religion, national origin, alienage or citizenship status, age, sex, sexual orientation, gender identity or expression, marital or domestic/civil partnership status, disability, veteran status, genetic information, or any other basis protected by law. *Title:** **Data Analytics - Analyst***Location:** **NY-New York***Requisition ID:** **90218326*"
"3040832092"	"Data Analyst, Product"	"Betterment"	2019-01-24	81	112	96	4.3	"https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=4120&s=58&guid=0000016881df0880a019775060c30a12&src=GD_JOB_AD&vt=w&cs=1_7dbc0e04&cb=1548367104832&jobListingId=3040832092"	2019-01-24 16:58:58	" Data Science & Analytics is one of the fastest growing teams at Betterment. We operate with a 360 degree view of the company, partnering closely with teams such as Finance, Marketing, Product, and Operations, and always with our users in mind. Our projects range from creating beautiful dashboards to developing models of user behavior. These projects deliver insights that inform product and business decisions across the company. We are looking for more thoughtful, driven, and curious people to push the business even further.About the right team member:At Betterment, there is nothing more important than building the best product we possibly can for our customers. Data plays a central role in how we decide what to build, how we design the customer experience, and how we monitor the performance and adoption of our products. We are looking for a talented product analyst to support these efforts. Betterment is in a growth stage and our product team’s analytics needs are fairly broad, so the work is bound to stay interesting. At any one time, projects may include working with product squads to interpret results of our A/B tests, study customer behavior, design OKRs to measure product performance, build interactive dashboards to track key metrics, and assist in fulfilling ad-hoc data requests from the product and design teams.At Betterment you will get to: Partner closely with cross functional teams of product managers, engineers and designers to refine the user experience and discover opportunities for product improvements.Create impactful quantitative reports, dashboards and insights to provide our product team with critical information to support our decision-making process.Understand how customers use our product, influence the product roadmap and help monitor feature performance.Support ad hoc analysis requests as needed, but over time translate them into tools and metrics.Assist with the design, set-up and analysis of A/B tests to drive iterative improvement through efficient experimentation.Contribute to Betterment’s data driven culture, and influence best practices.Be a member of the broader data science community in NYC, staying abreast of new ideas and trends, and contributing thought leadership. You will be effective if you have: 2+ years experience working in data analytics, finance or consulting.The ability to write SQL in your sleep.Experience with Python or R, along with a desire to become an expert.Comfort with working with large datasets.Passion about solving complex business problems with data and transforming analyses into concise insights and actionable recommendations.Self-starter mentality with a track record of completing projects with minimal guidance.A willingness to be flexible, prioritizing problems that are most pressing and using the most appropriate tools.An ability to build strong relationships with colleagues and stakeholders.An eye for beautiful and effective data visualizations, and experience creating them programmatically.Bonus points if you have:Experience in product analytics and tableau. About BettermentBetterment is the largest independent online financial advisor with more than $15 billion in assets under management. The service is designed to help increase customers’ long-term returns and lower taxes for retirement planning, building wealth, and other financial goals. Betterment takes advanced investment strategies and uses technology to deliver them to more than 370,000 customers across its three business lines: direct-to-consumer, Betterment for Advisors, and Betterment for Business."
"3091451355"	"Data Warehousing/Business Intelligence Director"	"Caresoft"	2019-01-19	115	152	133	3.7	"https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=372858&s=58&guid=0000016881df0f019cd8632541e97b13&src=GD_JOB_AD&vt=w&cs=1_025ff83b&cb=1548367106318&jobListingId=3091451355"	2019-01-24 16:58:58	" Job Responsibilities Provide leadership to a team of data engineers, while also rolling up your sleeves and doing some hands-on work yourself Analysis, design, coding, performance tuning, and implementation of new BI solutions. Evaluation, maintenance, and enhancement of existing ETL processes and modelcube structures. Creation of BI dashboards and workbooks using Power BI, Tableau, and Excel. Code data ingest solutions (C, NodeJS) leveraging 3rd party APIs. Daily triage of bugs and tasks. Lead a team of data warehousing engineers, acting as liaison to internal and 3rd party clients and providing regular updates to management. Skills Required Hands-on leadershipmanagerial experience Must have Tabular data warehouse design experience including a solid understanding of MDXDAX, calculated measures, hierarchies, slowly changing dimensions, and datetime dimension analysis. Advanced level of experience with Microsoft SQL Server, SSAS and SSMS (Management Studio) Hands-on experience with SSIS or other similar ETL tools Demonstrated strength with T-SQL for database queries, procedures, tables, views, etc. Proven skills with data visualization tools Microsoft Excel (PowerPivot, Pivot Tables, Slicers) Power BI and Tableau (dashboard design, configuration and advanced calculations) Ability to work with .Net development tool Visual Studio 2017 to write code, make changes, and deploy updates. Experience with storage devices and connectivity tools such as AWS development tools NodeJS and Lambda Functions. A basic understanding of HTML, CSS, and web page deployment. Excellent written and verbal skills and the ability to present to upper management. A good understanding of basketball. Click below to apply or below or feel free to reach 732-533-2324"
"3094545630"	"Analyst - Analytics and Business Intelligence"	"Crossmedia"	2019-01-23	92	129	111	4.6	"https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=4120&s=58&guid=0000016881df0f019cd8632541e97b13&src=GD_JOB_AD&vt=w&cs=1_5e84b828&cb=1548367106319&jobListingId=3094545630"	2019-01-24 16:58:58	" Analyst - Analytics and Business Intelligence12-11-2018The analytics group provides resources across the “equity” to the “response” side of the continuum of brand and media management. The media analytics world is moving towards addressable 1:1 measurement based on an increasingly digitized environment and exposure identifiable at an individual level. We are passionate about the possibilities of media accountability within this evolving paradigm. We are also be acutely aware of the limitations and inaccuracies of the default measurement solutions in the industry and want to push into potentially uncomfortable areas to challenge them. We employ multiple traditional and non-traditional methods and data sources to tackle challenges concerning consumer insights, brand equity, media attribution, media accountability, data dashboarding and advanced modeling. As a member of the analytics team, you will work closely with a Senior Analyst and DIrector in reviewing the team’s project briefs and partnering with the New Business and Account Teams to help solve current and prospective client strategic problems. This is a significant responsibility as the agency looks to the Analytics group for much direction and strategic thinking. Confidence will come from a varied background in a combination of: brand management, management consulting, communications strategy and media analytics.  In this role, you will be working predominantly with one of our premier clients, Capital Group (www.capitalgroup.com). Capital Group is a financial services company. It ranks among the world’s oldest and largest investment management organizations with $1.87 trillion in assets under management. Founded in Los Angeles, California in 1931, it is privately held and has offices around the globe in the Americas, Asia, Australia and Europe.  Capital offers a range of products, including more than 40 mutual funds through its subsidiary, American Funds, as well as separately managed accounts (or collective investment trusts), private equity, investment services for high net worth investors in the U.S., and a range of other offerings for institutional clients and individual investors globally. IDEALLY YOU…Enjoy the creative process of solving problems collaborativelyAren’t afraid to share your thoughts if there’s a different way to do something betterThrive in team settings and willing to compromise their point of view in support of othersVery adaptable to fluid change and an entrepreneurial environmentDon’t mind rolling your sleeves up for data cleansing, data visualization and analysisAre comfortable with frequently leading client presentationsCan weave a story from thousands of data pointsLove collaborating with teams and multiple departments/agenciesHave solid organizational skills including attention to detail and multi-tasking agilityBelieve good thinking can come from anyone and any placeWork with team on strategic discussions to help our client, Capital Group, to help define media objectives, target customers & opportunity sizing, communication channels, optimal budget allocations and investment levels, media timing, and messaging.Translate clients’ business questions into an actionable data and research plan.Generate quantitative and qualitative consumer and market research including:Demographic, psychographic, and behavioral customer profilingMedia channel coverage, penetration, receptivityBrand health deep divesCompetitive analysisCategory trendsTransform raw data into engaging visuals and compelling stories. You will bring data and research to life for clients and choose the best visuals and mediums to deliver your message.Help develop and innovate Crossmedia’s data and analytics offerings. Keep us on the cutting edge of data tools and technology. .Click here for more"
"2973381651"	"Quantitative Analyst/Data Scientist, Global Structured Finance Analytics"	"DBRS"	2019-01-23	61	103	78	3.9	"https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=305115&s=149&guid=0000016881df0880b5e4f30570733f0e&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9c04ee17&cb=1548367104796&jobListingId=2973381651"	2019-01-24 16:58:58	"Position Summary: The position will report to the head of the Global Structured Finance Analytics Group (GSFA). The role will involve close collaboration within the Group and global stakeholders in the design and development of securitization data and analytics infrastructure. Position Description: As a quantitative analyst in the GSFA Group in New York City, you will be working in a cross-functional team, prototyping and implementing new predictive and cash flow models for Structured Finance products. As a part of the team, you will be exposed to all aspects of analytics development and the data science work at DBRS: designing data wrangling processes, updating and enhancing models and methodologies, separating the signal from the noise in time series data, communicating results to key stakeholders. Required qualifications:Friendly and enjoys working in a collaborative team. Humble, honest, and to the pointExceptional communication skillsExperience performing data science within the fixed income spaceProficiency using the Python data science stack (numpy, pandas, sci-kit learn, Tensorflow)Experience using Jupyter notebooks to communicate results to business stakeholdersStrong math, logic, and problem-solving skillsAbility to manage a workflow of diverse projects across multiple stakeholdersEnthusiasm for new challenges, using advanced techniques and creativity to find novel solutionsBachelor’s degree in Mathematics, Computer Science, Engineering, Finance or related field Preferred qualifications: Securitization experienceExperience with tools in the Spark or other distributed data processing ecosystemsExperience with R, R Shiny and/or SASExperience developing using GitExperience with AWS, Linux, Docker DBRS is an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of race, religion, color, sex, age, national origin, veteran status or disability. All individuals are encouraged to apply.  We thank all applicants for their interest, but only those candidates selected for an interview will be contacted.  If selected for an interview, we will be happy to work with you to ensure your interview is accessible and that a reasonable accommodation is provided. When your interview is being scheduled, please advise us of how we might be able to support your participation."
"3094035095"	"Product Owner- Business Intelligence (BI) & Portfolio Management (Virtual/Remote)"	"Experian"	2019-01-22	84	104	94	3.6	"https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=429223&s=149&guid=0000016881df0f01a792dfcc03c4a399&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_505478b0&cb=1548367106286&jobListingId=3094035095"	2019-01-24 16:58:58	"Product Owner Job Duties:  • You are the CEO of your product Drive product vision for new BI dashboards and bring a strong desire to innovate bringing ideas from prototypes to MVP to launchBring a high level of passion to achieving greater customer satisfaction in everything you doCollaborate daily within a scrum team and other cross-functional team membersManage product lifecycle activity for BI & portfolio management solutions Essential Functions:  • Be passionate about data visualization as a means of business optimization and process transformation Work with clients and internal stakeholders to deliver actionable insights through best-in-class BI dashboards & data visualizationsDrive vision for the data model needed to support the creation of new dashboards and reportingAbility to understand client needs and market trends through client interaction and other market researchGather market feedback around product positioning, pricing and revenue, competitor products, and translate into compelling product requirementsBe a self-starter when it comes to determining product priorities, including new features & initiatives that drive your product line forwardEvangelize your product internally and externally through new sales opportunities, high impact presentations, demos and development of relevant collateral (e.g. online demos, promotions, white papers, case studies, etc.)  ***Ideally this position would be based in Costa Mesa, CA however for a strong candidate, virtual/remote options are available anywhere in the United StatesExperience:Requires a minimum of 2+ years of relevant product management experienceExtensive experience designing BI dashboards in Tableau, MicroStrategy, QlikView or other relevant BI software.Previous hands-on experience working with data-driven solutions required.Proven track record in utilizing analytical tools & metrics for both managing product portfolios and creating product road mapsKnowledge, Skills and Abilities:Highly driven, dynamic self-starterIntermediate to advanced skills in in Tableau, MicroStrategy, QlikView or other relevant BI software.Team player, detail orientedFundamental understanding of core Agile principals including: writing user stories, managing your backlog while articulating your product vision to the scrum team.Prior experience working with JIRA and Confluence a plusOutstanding presentation, communication and information sharing skillsStrong analytical and problem solving skillsExcellent PC skills in Word, Excel and PowerPoint.Formal Training/Education:Bachelor degree requiredMBA preferred but not requiredPosition can be based anywhere in the United States however Costa Mesa, Ca is preferred"
